order_id,customer_id,product_id,quantity,order_date
665,227,2,4,2024-09-17 07:31:47
666,255,4,2,2024-07-21 02:28:01
667,790,2,4,2025-01-25 15:53:50
668,43,4,2,2024-04-29 07:37:46
669,343,2,3,2024-10-25 13:39:43
670,566,3,3,2024-10-15 03:11:05
671,161,1,2,2024-03-01 21:48:34
672,575,1,2,2024-08-13 06:18:52
673,942,2,3,2024-10-14 16:38:08
674,756,3,1,2024-08-04 04:45:49
675,501,5,2,2024-08-20 08:04:47
676,103,3,3,2024-08-23 03:10:01
677,738,4,3,2024-09-13 05:19:32
678,511,1,1,2024-04-22 10:58:57
679,275,5,2,2024-09-16 11:23:46
680,56,5,4,2024-05-16 07:07:20
681,214,5,2,2024-10-08 16:01:02
682,507,3,3,2024-06-27 10:11:45
683,56,5,4,2025-02-13 14:07:35
684,676,1,1,2024-06-25 15:06:10
685,623,4,2,2024-11-08 13:06:22
686,90,5,3,2025-01-10 04:48:48
687,798,4,3,2024-08-01 06:22:25
688,266,4,4,2024-06-07 12:06:47
689,4,2,2,2025-01-07 14:27:51
690,271,3,4,2024-07-04 01:31:21
691,717,2,3,2024-05-15 03:29:39
692,240,4,4,2024-08-27 21:58:54
693,292,2,1,2025-01-16 06:37:44
694,755,1,4,2024-11-30 16:18:18
695,694,4,1,2024-10-12 12:01:49
696,457,2,4,2025-03-01 01:28:08
697,719,2,1,2024-05-07 14:42:21
698,17,2,3,2025-01-11 12:01:22
699,326,4,3,2024-06-30 21:46:41
700,857,4,2,2024-06-08 05:15:48
701,427,1,2,2025-01-24 22:05:39
702,764,5,2,2024-05-16 05:36:19
703,646,2,2,2024-10-23 07:38:23
704,490,5,3,2024-07-21 22:49:28
705,321,5,1,2024-08-30 08:50:26
706,94,5,4,2024-12-30 00:30:44
707,264,3,3,2024-04-18 18:46:04
708,92,3,2,2024-05-13 14:00:30
709,871,1,4,2024-07-07 20:21:51
710,674,4,2,2025-01-15 13:33:48
711,176,2,1,2025-01-23 03:46:08
712,943,5,1,2024-05-11 21:30:30
713,295,3,3,2024-05-11 17:08:54
714,219,4,1,2025-01-27 04:24:33
715,416,4,3,2024-03-11 21:09:08
716,828,1,1,2024-06-13 08:57:54
717,197,1,3,2024-05-01 13:12:31
718,767,4,4,2024-05-13 12:24:38
719,215,4,4,2024-07-02 08:52:55
720,720,3,3,2024-07-15 20:54:33
721,295,4,2,2024-06-10 07:05:02
722,214,5,4,2024-08-02 16:23:16
723,568,1,4,2024-10-28 03:36:16
724,47,5,3,2024-03-26 03:02:34
725,894,2,3,2024-03-16 14:19:39
726,26,1,4,2024-09-15 04:59:13
727,75,4,3,2024-12-26 10:50:21
728,841,2,3,2024-04-02 10:30:51
729,856,5,3,2025-01-24 18:51:01
730,915,1,3,2024-12-02 00:56:21
731,782,1,2,2025-02-21 00:01:37
732,704,3,1,2024-03-12 15:21:57
733,850,3,4,2024-03-04 21:37:21
734,298,3,4,2024-08-26 20:10:54
735,937,2,3,2024-11-27 00:50:09
736,490,2,2,2024-09-29 18:36:10
737,677,5,3,2025-01-29 11:20:57
738,792,4,1,2025-01-18 08:53:37
739,501,2,2,2024-07-09 20:43:32
740,583,1,3,2025-02-08 06:32:04
741,32,4,1,2024-07-22 21:33:55
742,105,2,3,2024-09-30 11:56:12
743,370,5,3,2024-06-04 19:50:59
744,130,1,4,2024-08-08 17:46:48
745,549,2,4,2024-12-28 14:44:01
746,64,1,4,2024-10-11 18:30:00
747,443,4,3,2024-10-23 06:16:13
748,358,3,1,2024-12-14 04:22:52
749,247,5,1,2024-10-23 11:35:15
750,291,5,3,2024-11-15 10:13:05
751,323,1,3,2025-02-13 00:35:55
752,118,1,2,2024-06-03 17:09:17
753,282,2,2,2024-11-29 07:39:26
754,749,1,3,2024-07-15 04:19:09
755,94,4,2,2024-08-15 03:59:57
756,292,3,1,2025-01-01 19:57:21
757,398,3,1,2025-01-18 15:47:01
758,232,1,1,2024-04-05 23:00:43
759,91,2,1,2024-10-14 13:36:14
760,585,3,2,2025-02-01 07:34:57
761,577,3,3,2025-01-27 12:49:51
762,460,4,1,2024-03-20 22:20:48
763,208,4,3,2024-12-23 12:57:02
764,975,4,2,2025-02-26 00:18:02
765,80,4,4,2024-10-10 12:03:34
766,236,1,2,2024-03-04 14:46:18
767,792,4,2,2025-02-26 19:59:18
768,738,2,1,2025-02-27 17:49:52
769,313,3,2,2024-06-20 00:29:30
770,360,1,4,2024-07-15 05:18:01
771,263,3,1,2024-09-21 01:54:39
772,989,5,4,2024-03-21 00:56:56
773,494,4,4,2024-04-10 06:15:00
774,700,3,4,2024-11-30 18:00:14
775,93,4,3,2024-06-24 23:33:14
776,930,4,2,2025-01-07 16:58:19
777,889,2,4,2024-10-09 20:14:49
778,840,5,4,2024-03-20 10:05:27
779,457,1,1,2025-01-27 23:31:30
780,276,2,1,2024-07-14 06:10:09
781,206,3,2,2024-04-28 06:39:49
782,575,3,1,2024-05-20 03:52:44
783,453,1,4,2024-03-31 19:32:54
784,422,2,1,2024-03-26 12:44:04
785,218,3,3,2024-10-16 07:42:05
786,945,4,1,2025-02-14 17:01:29
787,673,5,4,2024-09-28 23:30:19
788,529,5,2,2024-05-18 22:36:00
789,556,4,3,2024-05-07 12:37:32
790,31,3,1,2024-06-24 16:30:32
791,120,2,1,2024-08-25 14:48:29
792,625,1,2,2024-04-02 15:49:23
793,505,3,2,2024-06-23 17:29:33
794,325,4,3,2024-06-08 09:53:54
795,572,1,2,2024-04-23 17:13:28
796,324,2,3,2025-02-18 02:39:09
797,152,2,1,2024-12-28 12:20:31
798,919,4,4,2024-04-22 08:41:32
799,609,5,4,2025-02-02 07:04:10
800,464,3,4,2024-04-24 03:44:00
801,670,4,1,2024-11-02 03:36:01
802,400,3,3,2024-07-22 16:00:03
803,869,3,1,2024-04-13 12:59:54
804,640,3,1,2024-10-21 00:19:00
805,301,2,4,2024-12-21 02:24:30
806,85,3,1,2025-01-01 11:25:47
807,439,1,1,2024-12-20 09:04:38
808,315,5,3,2024-06-17 02:37:20
809,414,2,3,2024-10-02 19:55:06
810,128,4,2,2024-07-30 04:24:49
811,427,4,4,2024-06-06 02:03:10
812,550,3,4,2024-03-10 17:55:45
813,133,2,3,2024-09-20 14:54:54
814,608,2,3,2024-07-25 22:13:06
815,433,5,2,2025-01-24 16:45:12
816,254,1,1,2024-10-25 01:55:40
817,95,4,2,2024-10-20 06:57:01
818,23,2,3,2024-12-27 17:49:15
819,402,3,2,2024-11-08 05:22:35
820,869,4,2,2024-07-07 00:37:46
821,260,3,4,2025-01-11 14:24:34
822,925,3,1,2024-09-10 12:19:01
823,722,2,2,2024-06-07 16:47:46
824,613,5,4,2024-10-14 17:53:15
825,298,3,2,2024-11-25 00:15:27
826,100,5,2,2024-10-22 13:48:48
827,775,5,4,2024-04-22 02:56:40
828,391,1,4,2024-09-25 22:23:17
829,1,5,2,2024-10-22 13:08:56
830,346,1,4,2024-06-26 02:09:24
831,57,1,4,2024-12-06 19:35:36
832,17,5,2,2025-01-08 02:19:15
833,538,2,1,2024-10-04 20:36:21
834,472,2,1,2024-11-30 15:43:37
835,263,2,3,2024-06-25 02:35:45
836,809,1,1,2024-07-29 09:38:54
837,230,1,3,2024-06-15 12:24:08
838,772,2,4,2024-11-10 14:47:40
839,444,4,4,2024-09-19 13:36:35
840,616,2,1,2024-03-07 23:08:51
841,22,4,1,2024-06-25 00:41:39
842,370,3,4,2025-01-14 14:46:27
843,877,3,4,2024-11-11 06:23:48
844,849,1,3,2024-08-26 04:08:51
845,660,3,2,2024-11-09 15:35:40
846,338,4,2,2024-04-14 22:09:59
847,46,1,3,2025-02-04 01:44:12
848,972,1,2,2024-03-03 09:09:17
849,587,2,2,2024-07-13 07:37:50
850,177,1,1,2024-11-11 09:30:25
851,214,2,3,2024-10-08 18:04:06
852,282,3,4,2024-10-28 21:30:17
853,244,5,1,2024-11-30 15:14:26
854,1,3,1,2024-09-13 08:21:12
855,705,1,1,2024-03-31 08:12:54
856,286,4,3,2024-08-06 14:39:58
857,208,3,3,2024-10-19 17:31:52
858,440,3,3,2024-04-04 03:38:00
859,834,4,4,2024-11-25 22:00:56
860,231,5,1,2024-10-03 08:42:12
861,327,1,4,2024-05-05 13:00:25
862,500,5,4,2025-01-24 13:31:26
863,224,4,4,2024-10-30 18:31:25
864,727,2,4,2024-03-15 01:53:01
865,925,1,3,2025-01-31 21:56:31
866,592,3,2,2024-03-06 00:00:18
867,303,2,3,2025-01-21 19:55:21
868,474,1,4,2024-12-10 11:29:06
869,339,4,1,2024-06-07 22:37:24
870,159,4,3,2025-02-08 06:12:58
871,837,1,3,2025-02-02 02:35:44
872,603,1,3,2024-12-24 07:43:16
873,314,3,2,2024-11-09 17:28:24
874,39,1,2,2025-02-08 01:33:51
875,772,2,2,2024-09-18 05:53:07
876,998,4,2,2024-11-29 23:08:02
877,925,3,3,2024-11-20 20:58:16
878,613,4,2,2024-09-19 21:06:11
879,970,4,2,2024-12-26 08:40:09
880,670,3,1,2024-03-29 05:20:17
881,774,3,3,2025-02-25 12:52:02
882,720,4,3,2024-06-09 20:48:04
883,365,2,2,2025-01-22 18:38:30
884,843,5,2,2024-05-12 11:46:58
885,89,2,4,2024-10-31 02:02:58
886,834,3,3,2024-03-28 01:30:36
887,406,2,3,2024-12-15 02:54:46
888,399,1,1,2025-02-22 05:16:19
889,88,3,1,2025-01-03 00:37:44
890,201,4,2,2025-01-07 16:10:47
891,490,3,2,2024-12-19 12:57:26
892,427,4,3,2024-11-02 19:36:38
893,47,5,4,2024-05-12 15:25:45
894,77,5,2,2025-02-05 17:11:34
895,761,5,1,2025-02-12 04:28:02
896,81,5,3,2024-12-31 13:11:49
897,989,3,2,2024-03-05 07:01:36
898,851,4,2,2024-07-08 15:28:31
899,334,3,4,2024-06-22 06:24:39
900,907,4,1,2024-11-15 07:25:10
901,724,1,1,2024-11-12 22:32:59
902,522,1,4,2024-05-11 20:32:51
903,249,5,1,2024-10-03 11:57:44
904,97,3,2,2024-06-20 06:36:24
905,569,3,3,2024-12-05 23:42:40
906,644,1,1,2024-10-10 17:14:46
907,673,4,4,2024-08-30 06:42:26
908,21,4,4,2024-09-17 11:38:36
909,409,4,3,2025-01-23 13:10:04
910,657,2,2,2024-03-04 13:02:43
911,49,4,3,2024-03-09 05:05:48
912,522,2,3,2024-09-21 08:01:19
913,390,4,2,2024-07-02 17:41:33
914,673,3,4,2024-08-24 22:19:56
915,155,3,2,2024-08-20 21:15:09
916,342,4,4,2025-02-04 09:08:49
917,949,5,1,2024-04-21 11:43:29
918,382,3,4,2024-12-03 23:09:07
919,666,4,4,2024-10-13 15:34:52
920,435,5,3,2024-05-13 00:00:38
921,49,3,1,2024-11-30 21:07:00
922,472,1,3,2024-08-09 00:59:48
923,709,2,1,2024-12-26 23:19:28
924,763,5,2,2025-01-09 19:23:44
925,774,5,1,2024-05-20 23:45:54
926,994,5,2,2025-01-05 06:42:40
927,573,3,3,2024-08-26 14:10:42
928,245,1,1,2024-08-05 01:10:09
929,301,5,4,2024-07-12 17:11:54
930,778,3,3,2024-04-08 05:29:15
931,765,1,2,2024-03-16 20:07:01
932,591,4,3,2025-02-10 00:05:57
933,187,5,2,2024-06-16 05:24:30
934,582,5,2,2024-06-26 19:42:25
935,504,5,3,2024-12-24 04:52:26
936,753,4,4,2024-08-13 01:29:44
937,248,2,2,2024-10-27 09:34:51
938,510,2,1,2024-08-17 20:28:04
939,251,5,1,2024-04-23 17:20:07
940,223,2,2,2024-10-27 04:57:40
941,255,5,4,2024-09-08 20:12:30
942,704,5,4,2024-11-29 09:12:29
943,352,2,2,2024-09-27 01:34:40
944,598,2,2,2025-02-21 18:50:19
945,861,2,3,2024-10-21 11:29:08
946,127,1,1,2025-02-24 01:13:29
947,586,4,4,2024-08-03 17:04:56
948,934,1,1,2024-09-25 01:06:09
949,785,3,4,2025-02-25 03:57:26
950,165,2,1,2025-01-10 19:42:10
951,561,2,2,2025-01-03 09:42:08
952,545,4,4,2024-03-16 17:53:14
953,962,2,2,2024-12-14 11:43:04
954,798,5,4,2024-05-10 11:07:54
955,372,2,2,2024-10-29 09:03:59
956,301,5,1,2024-09-29 20:37:39
957,973,5,1,2025-01-21 04:44:10
958,525,5,4,2024-05-21 02:39:31
959,144,5,4,2024-06-27 04:29:21
960,301,4,4,2024-03-21 09:16:59
961,709,1,4,2025-01-27 20:04:24
962,120,4,3,2024-10-08 07:02:18
963,704,2,1,2024-05-05 01:51:49
964,555,2,1,2025-01-02 14:44:57
965,677,1,4,2024-10-22 21:59:30
966,960,2,1,2024-10-05 02:19:34
967,116,1,2,2024-06-09 20:18:34
968,586,5,1,2024-07-10 08:21:31
969,723,3,3,2024-04-25 10:30:03
970,191,5,2,2024-11-06 06:57:37
971,939,5,4,2024-12-01 03:43:26
972,210,4,3,2024-11-03 13:42:43
973,632,4,2,2024-07-27 19:19:24
974,848,2,1,2024-07-04 17:41:59
975,179,2,3,2024-11-25 10:32:05
976,30,4,2,2024-07-20 05:16:44
977,3,1,2,2024-04-22 14:38:27
978,52,1,1,2025-01-25 12:51:42
979,771,5,1,2024-05-04 05:26:02
980,239,2,2,2024-12-20 03:40:42
981,114,5,3,2024-12-06 23:01:19
982,44,2,1,2024-07-01 12:15:04
983,618,3,1,2024-11-18 17:40:06
984,485,1,4,2024-09-08 15:50:13
985,957,2,4,2024-03-29 15:31:24
986,533,1,1,2024-12-16 01:44:16
987,516,1,1,2024-06-02 08:56:50
988,571,3,4,2024-05-12 22:50:30
989,882,5,4,2025-01-01 08:10:50
990,954,5,2,2024-05-15 16:51:41
991,6,1,3,2024-10-29 02:52:25
992,695,5,2,2025-02-14 04:12:59
993,761,1,1,2024-09-01 16:48:26
994,512,1,1,2024-07-13 22:04:26
995,555,1,2,2024-05-03 22:21:10
996,962,1,4,2024-09-26 09:24:19
997,863,5,4,2024-11-24 21:37:17
998,44,3,3,2024-12-18 10:18:51
999,24,2,4,2025-02-20 06:58:36
1000,618,5,3,2024-05-06 10:03:33
1001,453,3,3,2025-01-01 06:03:05
1002,880,2,3,2025-01-15 15:08:18
1003,671,2,3,2024-12-10 03:16:53
1004,294,2,4,2024-03-25 00:25:05
1005,507,5,4,2024-05-02 05:50:02
1006,231,2,2,2024-04-22 04:31:53
1007,244,1,2,2024-06-04 22:03:42
1008,820,2,1,2024-06-08 12:23:16
1009,472,2,3,2024-03-10 10:20:52
1010,335,1,2,2024-07-14 08:36:33
1011,748,5,3,2024-04-20 06:22:08
1012,948,1,4,2024-12-12 18:02:40
1013,453,5,1,2024-07-23 07:38:30
1014,813,1,2,2024-12-07 05:54:42
1015,712,5,4,2025-01-28 01:40:25
1016,783,2,1,2024-03-21 00:17:53
1017,5,3,4,2024-04-08 16:44:20
1018,470,3,3,2024-04-24 02:40:28
1019,428,3,2,2025-01-16 22:45:45
1020,694,4,2,2024-03-07 04:39:53
1021,525,5,4,2024-08-12 23:56:53
1022,707,1,4,2024-11-18 07:41:00
1023,655,2,4,2025-01-14 18:44:18
1024,248,1,1,2024-04-27 09:07:29
1025,957,2,4,2024-12-20 13:37:56
1026,202,5,1,2024-06-27 12:36:06
1027,43,3,3,2025-01-20 17:31:11
1028,796,5,4,2024-12-09 03:43:57
1029,492,2,1,2024-06-18 21:02:58
1030,158,2,4,2024-06-04 19:22:51
1031,514,2,3,2025-02-10 17:53:16
1032,930,2,1,2024-09-07 21:57:51
1033,744,5,4,2024-06-10 12:15:15
1034,669,3,2,2025-01-08 04:40:52
1035,686,3,1,2024-06-15 19:31:41
1036,563,4,4,2024-09-29 11:10:22
1037,478,5,2,2024-11-12 09:42:39
1038,891,5,3,2024-06-14 05:15:56
1039,965,5,3,2024-07-23 03:02:46
1040,317,4,4,2025-02-10 11:24:59
1041,834,5,4,2024-12-14 23:12:58
1042,182,4,3,2024-11-20 21:27:32
1043,54,2,2,2024-05-02 23:48:21
1044,264,1,1,2024-12-14 07:39:17
1045,384,4,2,2024-05-12 16:19:21
1046,712,3,1,2024-12-19 14:39:15
1047,635,4,1,2024-11-16 06:40:16
1048,602,5,3,2024-04-07 01:08:04
1049,291,3,4,2024-03-17 18:13:59
1050,913,2,2,2024-12-02 16:25:10
1051,404,3,4,2024-04-18 07:54:58
1052,480,4,4,2024-12-09 10:57:20
1053,597,2,4,2024-10-24 16:17:31
1054,803,2,4,2025-01-23 14:09:25
1055,356,2,3,2024-11-28 03:13:41
1056,297,2,4,2025-02-03 04:14:10
1057,559,3,3,2025-01-04 21:45:32
1058,259,2,3,2025-01-28 03:24:19
1059,659,3,4,2024-11-19 05:51:07
1060,874,2,3,2024-04-16 13:44:43
1061,398,4,4,2024-06-15 03:39:39
1062,647,3,2,2024-09-11 14:50:42
1063,827,2,2,2024-08-29 17:50:25
1064,403,1,1,2024-04-13 02:46:01
1065,629,5,2,2025-02-28 23:40:44
1066,781,1,4,2024-06-29 23:23:34
1067,558,5,1,2024-06-10 17:09:01
1068,867,2,2,2024-08-17 23:45:30
1069,437,3,1,2024-03-26 18:18:22
1070,202,3,2,2024-12-03 02:00:42
1071,550,4,4,2024-10-11 16:21:46
1072,243,4,4,2024-11-01 20:24:00
1073,869,3,2,2024-09-05 22:22:08
1074,842,5,3,2025-02-12 00:08:21
1075,920,1,1,2024-03-22 17:52:59
1076,615,1,3,2024-12-20 07:01:57
1077,595,3,4,2024-04-05 10:59:27
1078,400,5,1,2024-05-30 12:51:56
1079,24,5,2,2024-12-20 19:36:03
1080,812,2,2,2024-07-21 05:27:06
1081,48,3,2,2024-05-09 20:28:48
1082,879,3,2,2025-01-25 06:38:49
1083,148,5,3,2024-08-16 03:45:32
1084,345,3,1,2024-12-01 12:09:33
1085,202,5,2,2024-12-14 01:22:30
1086,55,3,3,2025-02-28 03:29:20
1087,111,2,1,2025-02-09 05:11:35
1088,554,5,3,2024-09-05 11:19:14
1089,443,4,3,2025-01-17 07:22:39
1090,495,4,2,2024-04-08 10:07:28
1091,266,2,4,2025-01-13 11:53:30
1092,478,1,2,2024-12-15 23:37:38
1093,722,4,4,2025-01-11 00:45:36
1094,753,2,4,2024-11-24 06:49:38
1095,107,3,4,2024-09-28 04:59:02
1096,930,4,3,2024-12-18 23:51:55
1097,844,5,4,2024-09-01 23:39:25
1098,222,1,2,2025-01-02 18:00:27
1099,939,3,1,2025-02-04 04:54:30
1100,549,4,3,2025-02-05 14:33:36
1101,580,5,4,2024-09-27 05:59:03
1102,522,1,4,2024-03-15 19:07:51
1103,243,1,2,2024-04-28 18:35:09
1104,122,5,1,2025-01-27 04:37:26
1105,706,4,2,2024-10-04 13:28:04
1106,823,4,1,2024-08-17 11:52:50
1107,5,2,1,2024-03-05 13:28:39
1108,433,5,2,2025-02-04 16:06:11
1109,599,3,3,2024-06-05 15:20:11
1110,64,1,4,2024-03-25 16:06:27
1111,962,4,1,2024-05-27 18:08:44
1112,291,3,3,2024-11-14 08:02:46
1113,756,3,4,2025-01-28 13:58:44
1114,75,3,3,2024-07-01 19:38:31
1115,724,1,1,2024-08-30 18:33:42
1116,356,1,1,2024-06-09 07:26:01
1117,167,4,1,2025-02-11 12:29:37
1118,632,3,4,2024-03-30 16:48:21
1119,706,4,1,2024-03-14 02:35:14
1120,625,1,1,2024-03-19 08:11:15
1121,813,1,1,2024-10-31 06:13:51
1122,385,1,3,2024-11-21 05:11:38
1123,399,2,3,2025-01-29 17:19:12
1124,885,2,3,2024-07-05 01:04:11
1125,257,4,4,2024-07-21 18:05:18
1126,310,1,1,2025-01-13 04:54:50
1127,521,1,2,2024-03-13 10:51:07
1128,179,3,2,2024-11-22 23:22:48
1129,495,1,2,2024-08-01 19:52:21
1130,841,3,3,2024-04-08 10:11:47
1131,699,5,1,2025-01-12 10:39:18
1132,863,4,3,2025-02-19 19:35:11
1133,923,2,3,2024-12-07 03:05:00
1134,120,3,1,2024-09-22 00:08:05
1135,912,4,3,2025-02-17 01:00:16
1136,378,3,4,2024-12-07 11:54:06
1137,524,4,3,2024-06-28 03:45:05
1138,729,3,3,2024-04-04 23:22:35
1139,690,1,3,2024-12-26 00:10:45
1140,441,1,3,2024-09-12 00:00:49
1141,953,5,1,2024-08-04 02:37:33
1142,827,3,1,2024-04-24 03:35:21
1143,142,2,1,2025-01-07 04:16:33
1144,144,3,4,2024-04-11 17:20:01
1145,654,2,2,2024-11-13 10:52:16
1146,890,5,4,2024-11-09 10:02:25
1147,719,1,2,2024-04-01 01:17:02
1148,914,3,3,2024-09-14 18:38:36
1149,371,1,2,2024-06-26 03:11:37
1150,843,5,2,2024-03-23 18:36:05
1151,796,1,3,2024-03-24 02:26:36
1152,544,1,3,2024-04-23 13:17:08
1153,620,5,3,2024-05-18 02:27:03
1154,608,3,3,2024-05-26 00:14:38
1155,885,3,2,2024-04-28 14:05:31
1156,726,5,2,2025-01-06 15:30:28
1157,252,2,3,2024-08-29 03:21:32
1158,155,5,2,2025-01-05 10:40:31
1159,716,4,2,2024-09-16 18:38:22
1160,429,3,4,2024-10-22 04:18:49
1161,655,4,2,2024-03-07 05:42:18
1162,326,5,3,2024-07-15 18:30:44
1163,167,2,4,2024-03-24 11:15:14
1164,46,5,2,2024-11-15 20:46:12
1165,369,4,1,2024-03-17 01:08:31
1166,824,5,2,2025-01-08 14:03:30
1167,474,3,3,2024-12-09 17:54:30
1168,601,2,3,2024-09-24 15:17:24
1169,95,5,1,2024-07-04 09:25:05
1170,107,3,3,2024-08-02 16:55:19
1171,761,5,2,2024-10-13 23:21:29
1172,101,1,1,2024-10-05 04:09:16
1173,293,2,4,2025-01-25 16:16:07
1174,979,4,3,2024-11-12 16:15:03
1175,953,4,4,2024-08-23 14:01:51
1176,523,3,2,2024-06-26 00:55:33
1177,332,5,4,2025-02-17 07:08:25
1178,86,2,2,2024-08-30 12:08:47
1179,10,1,2,2024-05-29 22:26:04
1180,212,2,3,2024-05-08 00:31:35
1181,335,5,1,2024-05-10 00:31:10
1182,726,5,3,2024-11-10 18:30:36
1183,550,4,4,2024-12-18 21:29:00
1184,151,1,3,2024-08-11 22:22:17
1185,90,1,3,2024-07-21 06:44:18
1186,279,1,2,2024-04-19 15:15:58
1187,379,4,2,2024-03-19 06:09:42
1188,213,1,2,2024-04-17 06:25:13
1189,98,1,2,2024-04-24 20:30:11
1190,658,1,2,2024-07-30 12:13:27
1191,585,5,3,2024-06-21 13:38:12
1192,918,2,2,2025-02-14 01:46:38
1193,963,3,3,2024-05-29 16:00:03
1194,394,3,3,2024-06-04 13:06:27
1195,696,4,4,2024-07-06 19:11:39
1196,492,3,2,2025-01-12 03:41:02
1197,652,2,4,2025-01-29 13:12:45
1198,750,3,1,2024-11-04 18:07:21
1199,526,2,3,2024-08-10 08:22:38
1200,384,5,1,2025-01-14 15:03:03
1201,814,1,4,2024-10-18 12:00:30
1202,407,5,2,2024-11-08 20:03:02
1203,202,5,1,2024-08-03 03:59:49
1204,372,4,4,2024-12-02 06:53:40
1205,216,5,3,2024-03-23 04:25:08
1206,569,4,3,2025-01-29 05:21:23
1207,184,5,4,2024-11-05 21:52:32
1208,56,5,1,2024-05-12 10:23:47
1209,445,1,2,2024-12-05 07:59:44
1210,866,5,4,2024-10-16 18:00:35
1211,37,5,4,2024-08-31 21:01:32
1212,722,4,2,2024-11-04 19:14:30
1213,272,5,4,2024-04-21 09:51:58
1214,168,1,1,2024-03-08 13:33:44
1215,777,2,3,2024-11-13 12:06:51
1216,279,5,2,2024-06-02 22:50:12
1217,366,1,2,2024-05-10 06:33:17
1218,9,2,4,2024-08-10 17:20:06
1219,873,2,1,2024-11-15 00:22:48
1220,347,4,4,2024-04-24 04:53:39
1221,520,3,4,2024-10-13 14:51:56
1222,798,1,4,2024-04-10 12:02:32
1223,138,2,1,2024-08-22 10:40:44
1224,373,5,4,2024-09-18 06:20:47
1225,89,4,3,2024-03-16 14:52:28
1226,752,5,1,2024-03-08 01:00:04
1227,757,4,4,2024-05-26 14:37:32
1228,249,1,4,2024-08-16 13:00:51
1229,618,1,2,2024-08-07 08:12:26
1230,739,4,1,2024-06-26 20:33:58
1231,34,1,3,2024-11-13 11:53:43
1232,347,1,1,2024-10-03 06:19:41
1233,787,1,4,2025-01-05 11:55:00
1234,847,4,3,2025-02-10 05:34:27
1235,400,4,4,2024-12-26 17:00:35
1236,929,2,2,2025-01-04 17:03:57
1237,155,5,4,2025-01-26 01:58:27
1238,536,4,3,2025-01-12 01:25:10
1239,836,5,3,2024-09-04 09:58:47
1240,851,1,2,2024-09-22 13:37:33
1241,608,5,3,2024-12-24 17:22:07
1242,619,3,2,2024-08-19 23:50:42
1243,448,3,2,2024-09-08 22:51:59
1244,920,2,4,2024-12-27 17:06:07
1245,483,2,4,2024-04-15 13:03:25
1246,30,3,2,2024-08-08 00:47:53
1247,100,5,1,2024-05-16 00:11:17
1248,168,4,3,2024-10-24 23:49:08
1249,971,1,3,2024-08-14 09:30:53
1250,231,1,1,2024-05-02 07:47:41
1251,138,3,2,2024-06-09 13:37:07
1252,215,3,2,2024-12-09 21:31:50
1253,987,1,1,2024-11-20 22:42:29
1254,489,5,1,2024-07-31 18:19:03
1255,268,5,3,2024-07-08 16:06:40
1256,777,4,1,2024-12-20 13:05:42
1257,244,5,2,2024-08-11 19:20:43
1258,525,1,2,2025-01-13 11:42:11
1259,617,5,1,2024-09-09 12:43:15
1260,389,2,3,2024-12-31 06:51:58
1261,561,4,2,2024-07-02 16:56:15
1262,137,1,4,2024-08-12 16:46:36
1263,432,3,1,2024-10-25 05:45:10
1264,253,1,2,2024-10-07 01:13:30
1265,671,1,1,2024-11-26 03:40:32
1266,782,3,2,2024-12-10 09:39:22
1267,478,4,3,2024-09-10 07:55:33
1268,856,1,4,2024-05-26 01:57:08
1269,930,2,1,2024-04-04 12:59:41
1270,649,3,1,2024-08-17 01:15:03
1271,266,3,1,2024-08-15 16:57:28
1272,745,4,4,2024-05-07 13:12:52
1273,925,1,4,2024-08-27 05:08:15
1274,191,1,1,2024-12-24 05:40:29
1275,51,1,3,2024-10-20 14:06:59
1276,334,3,1,2024-07-07 23:04:33
1277,234,2,1,2025-02-18 10:30:06
1278,495,4,2,2024-12-06 03:01:52
1279,615,2,1,2024-03-22 14:31:01
1280,371,5,2,2024-12-26 21:54:51
1281,844,3,1,2024-11-25 17:33:23
1282,619,2,1,2025-01-31 00:45:51
1283,270,5,4,2024-08-24 15:09:27
1284,607,4,3,2025-01-17 15:51:14
1285,330,5,1,2025-02-06 05:06:28
1286,836,2,3,2024-12-12 06:05:46
1287,463,2,2,2025-02-18 16:34:54
1288,267,2,4,2024-11-19 15:03:37
1289,173,3,1,2025-01-14 06:16:32
1290,172,2,1,2025-02-21 02:10:55
1291,938,2,1,2024-08-06 06:43:27
1292,648,2,3,2024-09-20 11:49:07
1293,328,1,1,2024-04-09 13:25:26
1294,334,5,1,2024-12-16 09:54:59
1295,26,4,1,2024-08-04 23:11:31
1296,857,4,4,2024-08-13 02:16:52
1297,769,4,3,2025-02-05 15:38:34
1298,329,1,4,2024-10-13 09:32:18
1299,165,4,3,2024-08-23 07:52:48
1300,491,5,1,2024-11-05 17:52:33
1301,111,3,2,2024-06-07 12:29:25
1302,589,2,3,2025-01-26 15:04:21
1303,273,1,1,2024-12-01 13:31:32
1304,206,1,1,2024-11-22 06:06:00
1305,589,2,3,2024-08-24 02:57:20
1306,554,4,3,2024-10-06 05:37:15
1307,493,2,3,2024-07-23 14:22:27
1308,838,1,3,2025-01-21 02:44:54
1309,450,3,2,2025-02-21 15:36:53
1310,21,2,2,2025-01-04 18:03:03
1311,194,1,3,2024-04-28 17:37:41
1312,463,3,3,2024-08-25 05:10:43
1313,422,1,1,2024-03-30 17:08:20
1314,528,1,2,2025-02-08 08:22:54
